method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,4,0.5,500,2,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4150457561481744,5,3,4,0.9,1,5
lacerda,hard,4,0.5,500,2,10,10,0.5,0.7761194029850746,1.0,1.0,0.90625,0.9508196721311476,3,1.0,0.9090909090909092,0.9523809523809524,,,,0.4002378839068115,5,3,4,0.9,1,6
lacerda,hard,4,0.5,500,2,10,10,0.7,0.6341463414634146,0.8750000000000001,1.0,0.625,0.7692307692307693,12,1.0,0.5909090909090909,0.7428571428571429,,,,0.3985656788572669,5,3,4,0.9,1,7
lacerda,hard,4,0.5,500,2,10,10,1.0,0.0,0.1999999999999999,1.0,0.0625,0.1176470588235294,30,1.0,0.0454545454545454,0.0869565217391304,,,,0.3967944569885731,5,3,4,0.9,1,10
lacerda,hard,4,0.5,500,3,10,10,0.001,0.0,0.5185185185185185,0.3111111111111111,1.0,0.4745762711864407,62,0.2307692307692307,1.0,0.375,,,,0.608142850920558,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,3,10,10,0.005,0.0,0.5185185185185185,0.3111111111111111,1.0,0.4745762711864407,62,0.2307692307692307,1.0,0.375,,,,0.6248215020168573,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,3,10,10,0.01,0.0,0.5185185185185185,0.3111111111111111,1.0,0.4745762711864407,62,0.2307692307692307,1.0,0.375,,,,0.6137501038610935,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,3,10,10,0.05,0.0,0.5185185185185185,0.3333333333333333,0.8928571428571429,0.4854368932038834,53,0.25,0.8888888888888888,0.3902439024390244,,,,0.6192403191234916,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,3,10,10,0.1,0.0,0.5384615384615384,0.3934426229508196,0.8571428571428571,0.5393258426966292,41,0.3,0.8333333333333334,0.4411764705882353,,,,0.4135757079347968,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,3,10,10,0.2,1.0,1.0,0.9655172413793104,1.0,0.9824561403508772,1,0.9473684210526316,1.0,0.972972972972973,,,,0.4038070328533649,5,3,4,0.9,1,5
lacerda,hard,4,0.5,500,3,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.402260686038062,5,3,4,0.9,1,5
lacerda,hard,4,0.5,500,3,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3650855279993266,5,3,4,0.9,1,5
lacerda,hard,4,0.5,500,3,10,10,0.7,0.2574257425742574,1.0,1.0,0.6071428571428571,0.7555555555555554,11,1.0,0.6666666666666666,0.8,,,,0.4141722340136766,5,3,4,0.9,1,9
lacerda,hard,4,0.5,500,3,10,10,1.0,0.0,0.4444444444444445,1.0,0.1071428571428571,0.1935483870967741,25,1.0,0.1111111111111111,0.1999999999999999,,,,0.4251797480974346,5,3,4,0.9,1,10
lacerda,hard,4,0.5,500,4,10,10,0.001,0.0,0.6046511627906976,0.3,1.0,0.4615384615384615,63,0.2317073170731707,1.0,0.3762376237623762,,,,0.6048822849988937,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,4,10,10,0.005,0.0,0.6046511627906976,0.3,1.0,0.4615384615384615,63,0.2317073170731707,1.0,0.3762376237623762,,,,0.6070566019043326,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,4,10,10,0.01,0.0,0.6046511627906976,0.3,1.0,0.4615384615384615,63,0.2317073170731707,1.0,0.3762376237623762,,,,0.604491304140538,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,4,10,10,0.05,0.0,0.6046511627906976,0.2857142857142857,0.8148148148148148,0.4230769230769231,60,0.2142857142857142,0.7894736842105263,0.3370786516853932,,,,0.611042938195169,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,4,10,10,0.1,0.0,0.6666666666666667,0.3518518518518518,0.7037037037037037,0.4691358024691358,43,0.2553191489361702,0.631578947368421,0.3636363636363636,,,,0.4112214059568941,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,4,10,10,0.2,1.0,1.0,0.9642857142857144,1.0,0.9818181818181818,1,0.95,1.0,0.9743589743589745,,,,0.3967302909586578,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,4,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3986431830562651,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,4,10,10,0.5,1.0,1.0,1.0,0.925925925925926,0.9615384615384616,2,1.0,0.8947368421052632,0.9444444444444444,,,,0.3925366748590022,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,4,10,10,0.7,1.0,0.7000000000000001,1.0,0.6666666666666666,0.8,9,1.0,0.5263157894736842,0.6896551724137931,,,,0.4186782471369952,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,4,10,10,1.0,0.0,0.1428571428571428,0.5,0.037037037037037,0.0689655172413793,27,0.0,0.0,0.0,,,,0.423918774118647,6,2,4,0.8,1,10
lacerda,hard,4,0.5,500,5,10,10,0.001,0.0,0.6363636363636364,0.3707865168539326,1.0,0.5409836065573771,56,0.3086419753086419,1.0,0.4716981132075471,,,,0.6064523258246481,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,5,10,10,0.005,0.0,0.6363636363636364,0.3707865168539326,1.0,0.5409836065573771,56,0.3086419753086419,1.0,0.4716981132075471,,,,0.615989597979933,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,5,10,10,0.01,0.0,0.6363636363636364,0.3793103448275862,1.0,0.5499999999999999,54,0.3164556962025316,1.0,0.4807692307692308,,,,0.617292984155938,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,5,10,10,0.05,0.0,0.6363636363636364,0.4,0.9696969696969696,0.5663716814159293,49,0.3424657534246575,1.0,0.5102040816326531,,,,0.6083938849624246,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,5,10,10,0.1,0.0,0.6829268292682926,0.4761904761904761,0.9090909090909092,0.6249999999999999,36,0.4,0.88,0.55,,,,0.4209555531851947,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,5,10,10,0.2,0.276885043263288,0.9333333333333332,0.7222222222222222,0.7878787878787878,0.7536231884057971,17,0.6428571428571429,0.72,0.6792452830188679,,,,0.4087913320399821,6,2,4,0.8,1,3
lacerda,hard,4,0.5,500,5,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4019949659705162,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,5,10,10,0.5,1.0,1.0,1.0,0.9393939393939394,0.96875,2,1.0,0.92,0.9583333333333334,,,,0.3857772038318217,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,5,10,10,0.7,0.6456692913385826,0.923076923076923,1.0,0.7272727272727273,0.8421052631578948,9,1.0,0.76,0.8636363636363636,,,,0.4267886311281472,6,2,4,0.8,1,8
lacerda,hard,4,0.5,500,5,10,10,1.0,0.0,0.0,1.0,0.0303030303030303,0.0588235294117647,32,1.0,0.0,0.0,,,,0.4322746451944113,6,2,4,0.8,1,10
lacerda,hard,4,0.5,500,6,10,10,0.001,0.0,0.6206896551724138,0.2888888888888888,1.0,0.4482758620689655,64,0.2051282051282051,1.0,0.3404255319148936,,,,0.614387096837163,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,6,10,10,0.005,0.0,0.6206896551724138,0.2888888888888888,1.0,0.4482758620689655,64,0.2051282051282051,1.0,0.3404255319148936,,,,0.603664088062942,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,6,10,10,0.01,0.0,0.6206896551724138,0.2921348314606741,1.0,0.4521739130434782,63,0.2077922077922078,1.0,0.3440860215053763,,,,0.6163218058645725,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,6,10,10,0.05,0.0,0.6428571428571429,0.3714285714285714,1.0,0.5416666666666666,44,0.2758620689655172,1.0,0.4324324324324324,,,,0.6230304990895092,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,6,10,10,0.1,0.0,0.7499999999999999,0.6046511627906976,1.0,0.7536231884057971,17,0.4848484848484848,1.0,0.653061224489796,,,,0.4470686831045896,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,6,10,10,0.2,0.7619047619047619,0.9473684210526316,0.896551724137931,1.0,0.9454545454545454,3,0.8421052631578947,1.0,0.9142857142857144,,,,0.3987297068815678,5,3,4,0.9,1,4
lacerda,hard,4,0.5,500,6,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4002274388913065,5,3,4,0.9,1,5
lacerda,hard,4,0.5,500,6,10,10,0.5,0.6341463414634146,1.0,1.0,0.8076923076923077,0.8936170212765957,5,1.0,0.875,0.9333333333333332,,,,0.423606030177325,5,3,4,0.9,1,7
lacerda,hard,4,0.5,500,6,10,10,0.7,0.2574257425742574,0.7142857142857143,1.0,0.4615384615384615,0.631578947368421,14,1.0,0.4375,0.6086956521739131,,,,0.4231375909876078,5,3,4,0.9,1,9
lacerda,hard,4,0.5,500,6,10,10,1.0,0.0,0.0,1.0,0.0769230769230769,0.1428571428571428,24,1.0,0.0,0.0,,,,0.4238601219840348,5,3,4,0.9,1,10
lacerda,hard,4,0.5,500,7,10,10,0.001,0.0,0.6046511627906976,0.3222222222222222,1.0,0.4873949579831933,61,0.2560975609756097,1.0,0.4077669902912621,,,,0.5956549430266023,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,7,10,10,0.005,0.0,0.6046511627906976,0.3222222222222222,1.0,0.4873949579831933,61,0.2560975609756097,1.0,0.4077669902912621,,,,0.6016080239787698,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,7,10,10,0.01,0.0,0.6046511627906976,0.3258426966292135,1.0,0.4915254237288135,60,0.2592592592592592,1.0,0.4117647058823529,,,,0.6126805699896067,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,7,10,10,0.05,0.0,0.6190476190476191,0.3766233766233766,1.0,0.5471698113207547,48,0.3043478260869565,1.0,0.4666666666666667,,,,0.6108902699779719,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,7,10,10,0.1,0.0,0.7027027027027027,0.6304347826086957,1.0,0.7733333333333333,17,0.5526315789473685,1.0,0.711864406779661,,,,0.4247036480810493,6,2,4,0.8,1,1
lacerda,hard,4,0.5,500,7,10,10,0.2,1.0,0.962962962962963,0.935483870967742,1.0,0.9666666666666666,2,0.9130434782608696,1.0,0.9545454545454544,,,,0.4010968930087983,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,7,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3891356200911104,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,7,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3995340571273118,6,2,4,0.8,1,6
lacerda,hard,4,0.5,500,7,10,10,0.7,0.0,0.8181818181818181,1.0,0.5172413793103449,0.6818181818181819,14,1.0,0.6190476190476191,0.7647058823529412,,,,0.4215361219830811,6,2,4,0.8,1,10
lacerda,hard,4,0.5,500,7,10,10,1.0,0.0,0.0,1.0,0.0,0.0,29,1.0,0.0,0.0,,,,0.4171813451685011,6,2,4,0.8,1,10
lacerda,hard,4,0.5,500,8,10,10,0.001,0.0,0.6666666666666666,0.4,1.0,0.5714285714285715,54,0.2972972972972973,1.0,0.4583333333333333,,,,0.6025578428525478,4,3,4,1.0,1,1
lacerda,hard,4,0.5,500,8,10,10,0.005,0.0,0.6666666666666666,0.3977272727272727,0.9722222222222222,0.5645161290322581,54,0.2916666666666667,0.9545454545454546,0.4468085106382979,,,,0.604179048910737,4,3,4,1.0,1,1
lacerda,hard,4,0.5,500,8,10,10,0.01,0.0,0.6666666666666666,0.4117647058823529,0.9722222222222222,0.5785123966942148,51,0.3043478260869565,0.9545454545454546,0.4615384615384615,,,,0.6123345561791211,4,3,4,1.0,1,1
lacerda,hard,4,0.5,500,8,10,10,0.05,0.0,0.6666666666666666,0.6,1.0,0.7499999999999999,24,0.4782608695652174,1.0,0.6470588235294118,,,,0.6154896127991378,4,3,4,1.0,1,1
lacerda,hard,4,0.5,500,8,10,10,0.1,0.0,0.8,0.72,1.0,0.8372093023255813,14,0.6111111111111112,1.0,0.7586206896551725,,,,0.4873366949614137,4,3,4,1.0,1,1
lacerda,hard,4,0.5,500,8,10,10,0.2,1.0,1.0,0.972972972972973,1.0,0.9863013698630138,1,0.9565217391304348,1.0,0.9777777777777776,,,,0.3969766430091113,4,3,4,1.0,1,4
lacerda,hard,4,0.5,500,8,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3988701498601585,4,3,4,1.0,1,4
lacerda,hard,4,0.5,500,8,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4149796860292554,4,3,4,1.0,1,4
lacerda,hard,4,0.5,500,8,10,10,0.7,0.0,1.0,1.0,0.3611111111111111,0.5306122448979591,23,1.0,0.4545454545454545,0.625,,,,0.444682486820966,4,3,4,1.0,1,10
lacerda,hard,4,0.5,500,8,10,10,1.0,0.0,0.0,1.0,0.0,0.0,36,1.0,0.0,0.0,,,,0.4242047870066017,4,3,4,1.0,1,10
lacerda,hard,4,0.5,500,9,10,10,0.001,0.0,0.5714285714285715,0.2808988764044944,1.0,0.4385964912280702,64,0.1818181818181818,1.0,0.3076923076923077,,,,0.5983890050556511,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,9,10,10,0.005,0.0,0.5714285714285715,0.2808988764044944,1.0,0.4385964912280702,64,0.1818181818181818,1.0,0.3076923076923077,,,,0.6294851428829134,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,9,10,10,0.01,0.0,0.5714285714285715,0.2808988764044944,1.0,0.4385964912280702,64,0.1818181818181818,1.0,0.3076923076923077,,,,0.59893743484281,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,9,10,10,0.05,0.0,0.5714285714285715,0.2987012987012987,0.92,0.4509803921568628,56,0.1969696969696969,0.9285714285714286,0.3249999999999999,,,,0.5954904181417078,5,3,4,0.9,1,1
lacerda,hard,4,0.5,500,9,10,10,0.1,0.1564792176039119,0.7272727272727273,0.5,0.92,0.647887323943662,25,0.3428571428571428,0.8571428571428571,0.4897959183673469,,,,0.3909703660756349,5,3,4,0.9,1,2
lacerda,hard,4,0.5,500,9,10,10,0.2,0.4043321299638989,0.888888888888889,0.8620689655172413,1.0,0.925925925925926,4,0.7777777777777778,1.0,0.8750000000000001,,,,0.4232207660097629,5,3,4,0.9,1,3
lacerda,hard,4,0.5,500,9,10,10,0.3,0.4043321299638989,0.888888888888889,0.7666666666666667,0.92,0.8363636363636363,9,0.6842105263157895,0.9285714285714286,0.7878787878787878,,,,0.4025603579357266,5,3,4,0.9,1,3
lacerda,hard,4,0.5,500,9,10,10,0.5,0.7761194029850746,1.0,1.0,0.88,0.9361702127659576,3,1.0,0.8571428571428571,0.923076923076923,,,,0.413835824932903,5,3,4,0.9,1,6
lacerda,hard,4,0.5,500,9,10,10,0.7,0.6341463414634146,0.8571428571428571,1.0,0.64,0.7804878048780487,9,1.0,0.5,0.6666666666666666,,,,0.3947298279963434,5,3,4,0.9,1,7
lacerda,hard,4,0.5,500,9,10,10,1.0,0.0,0.2222222222222222,1.0,0.04,0.0769230769230769,24,1.0,0.0714285714285714,0.1333333333333333,,,,0.3931321548298001,5,3,4,0.9,1,10
lacerda,hard,4,0.5,5000,0,10,10,0.001,0.0,0.6666666666666666,0.3222222222222222,1.0,0.4873949579831933,61,0.2307692307692307,1.0,0.375,,,,0.6201252150349319,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,0,10,10,0.005,0.0,0.6666666666666666,0.3222222222222222,1.0,0.4873949579831933,61,0.2307692307692307,1.0,0.375,,,,0.6190071238670498,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,0,10,10,0.01,0.0,0.6666666666666666,0.3493975903614458,1.0,0.5178571428571429,54,0.2535211267605634,1.0,0.4044943820224718,,,,0.6239304980263114,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,0,10,10,0.05,0.1564792176039119,0.9090909090909092,0.8529411764705882,1.0,0.9206349206349206,5,0.782608695652174,1.0,0.878048780487805,,,,0.4065577201545238,5,3,4,0.9,1,2
lacerda,hard,4,0.5,5000,0,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4013444171287119,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,0,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3999406541697681,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,0,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3995090720709413,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,0,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4093534660059958,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,0,10,10,0.7,0.6341463414634146,0.888888888888889,1.0,0.6551724137931034,0.7916666666666666,10,1.0,0.6666666666666666,0.8,,,,0.4311646479181945,5,3,4,0.9,1,7
lacerda,hard,4,0.5,5000,0,10,10,1.0,0.0,0.0,1.0,0.0,0.0,29,1.0,0.0,0.0,,,,0.4097325659822672,5,3,4,0.9,1,10
lacerda,hard,4,0.5,5000,1,10,10,0.001,0.0,0.5,0.2696629213483146,1.0,0.4247787610619469,65,0.1975308641975308,1.0,0.3298969072164948,,,,0.6057618691120297,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,1,10,10,0.005,0.0,0.5,0.2696629213483146,1.0,0.4247787610619469,65,0.1975308641975308,1.0,0.3298969072164948,,,,0.611297263065353,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,1,10,10,0.01,0.0,0.5,0.264367816091954,0.9583333333333334,0.4144144144144144,65,0.2,1.0,0.3333333333333333,,,,0.6090539370197803,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,1,10,10,0.05,0.0476190476190476,0.9090909090909092,0.9230769230769232,1.0,0.96,2,0.8888888888888888,1.0,0.9411764705882352,,,,0.3926107189618051,6,2,4,0.8,1,2
lacerda,hard,4,0.5,5000,1,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3965093670412898,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,1,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3985547490883618,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,1,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3830959550105035,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,1,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4459948588628322,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,1,10,10,0.7,0.3778801843317972,0.888888888888889,1.0,0.6666666666666666,0.8,8,1.0,0.75,0.8571428571428571,,,,0.4288228729274124,6,2,4,0.8,1,9
lacerda,hard,4,0.5,5000,1,10,10,1.0,0.0,0.0,1.0,0.0,0.0,24,1.0,0.0,0.0,,,,0.368162547936663,6,2,4,0.8,1,10
lacerda,hard,4,0.5,5000,2,10,10,0.001,0.0,0.6206896551724138,0.3555555555555555,1.0,0.5245901639344263,58,0.282051282051282,1.0,0.44,,,,0.5969300819560885,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,2,10,10,0.005,0.0,0.6206896551724138,0.3924050632911392,0.96875,0.5585585585585585,49,0.3235294117647059,1.0,0.4888888888888889,,,,0.5956187939736992,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,2,10,10,0.01,0.0,0.6206896551724138,0.4246575342465753,0.96875,0.5904761904761905,43,0.3548387096774194,1.0,0.5238095238095238,,,,0.6127730649895966,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,2,10,10,0.05,0.2771084337349397,0.9,0.9142857142857144,1.0,0.955223880597015,3,0.88,1.0,0.9361702127659576,,,,0.3986648197751492,5,3,4,0.9,1,3
lacerda,hard,4,0.5,5000,2,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3925342278089374,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,2,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4038528699893504,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,2,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4081193071324378,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,2,10,10,0.5,1.0,1.0,1.0,0.9375,0.967741935483871,2,1.0,0.9090909090909092,0.9523809523809524,,,,0.4073170211631804,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,2,10,10,0.7,0.2574257425742574,0.8750000000000001,1.0,0.59375,0.7450980392156863,13,1.0,0.5909090909090909,0.7428571428571429,,,,0.3696826540399343,5,3,4,0.9,1,9
lacerda,hard,4,0.5,5000,2,10,10,1.0,0.0,0.0,1.0,0.0,0.0,32,1.0,0.0,0.0,,,,0.3970452130306512,5,3,4,0.9,1,10
lacerda,hard,4,0.5,5000,3,10,10,0.001,0.0,0.5185185185185185,0.3111111111111111,1.0,0.4745762711864407,62,0.2307692307692307,1.0,0.375,,,,0.6034202110022306,5,3,4,0.9,1,1
