method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,10,0.5,1000,3,20,20,0.0,0.7407407407407407,0.6127167630057804,1.0,0.7598566308243728,67,0.5620915032679739,1.0,0.7196652719665272,,,,0.629846349125728,10,2,10,1.0,1,1
lacerda,hard,10,0.5,1000,4,20,20,0.0256410256410256,0.7959183673469388,0.6772151898734177,0.9907407407407408,0.8045112781954887,52,0.6304347826086957,0.9886363636363636,0.7699115044247787,,,,1.011834108969197,10,2,10,1.0,1,2
lacerda,hard,10,0.5,1000,5,20,20,0.0,0.7130434782608697,0.6269430051813472,0.983739837398374,0.7658227848101264,74,0.5838150289017341,0.9805825242718448,0.7318840579710144,,,,0.6270785760134459,10,2,10,1.0,1,1
lacerda,hard,10,0.5,1000,6,20,20,0.0,0.7454545454545455,0.6419753086419753,1.0,0.7819548872180451,58,0.5915492957746479,1.0,0.743362831858407,,,,1.466100991005078,10,2,10,1.0,1,1
lacerda,hard,10,0.5,1000,7,20,20,0.0,0.7049180327868853,0.5638297872340425,1.0,0.7210884353741497,82,0.5119047619047619,1.0,0.6771653543307087,,,,1.2437242900487036,10,2,10,1.0,1,1
lacerda,hard,10,0.5,1000,8,20,20,0.0,0.7413793103448275,0.5978260869565217,1.0,0.7482993197278911,74,0.5487804878048781,1.0,0.7086614173228347,,,,0.8869551180396229,10,2,10,1.0,1,1
lacerda,hard,10,0.5,1000,9,20,20,0.0256410256410256,0.7924528301886793,0.6219512195121951,1.0,0.7669172932330827,62,0.5694444444444444,1.0,0.7256637168141593,,,,0.66251689218916,10,2,10,1.0,1,2
lacerda,hard,10,0.5,5000,0,20,20,1.0,0.9887640449438202,0.9478260869565216,1.0,0.9732142857142856,6,0.936842105263158,1.0,0.967391304347826,,,,0.3488947909791022,10,2,10,1.0,1,10
lacerda,hard,10,0.5,5000,1,20,20,1.0,1.0,0.9745762711864406,1.0,0.9871244635193132,3,0.9693877551020408,1.0,0.9844559585492229,,,,0.6397114810533822,10,2,10,1.0,1,10
lacerda,hard,10,0.5,5000,2,20,20,0.5957446808510638,0.988235294117647,0.9663865546218487,1.0,0.9829059829059827,4,0.9595959595959596,1.0,0.979381443298969,,,,0.6149799160193652,10,2,10,1.0,1,8
lacerda,hard,10,0.5,5000,3,20,20,0.0,0.9302325581395348,0.9298245614035088,1.0,0.9636363636363636,8,0.9148936170212766,1.0,0.9555555555555556,,,,0.9248486489523202,10,2,10,1.0,1,1
lacerda,hard,10,0.5,5000,4,20,20,0.40625,0.975,0.9473684210526316,1.0,0.972972972972973,6,0.9361702127659576,1.0,0.967032967032967,,,,0.5593924520071596,10,2,10,1.0,1,7
lacerda,hard,10,0.5,5000,5,20,20,0.822429906542056,0.9879518072289156,0.968503937007874,1.0,0.984,4,0.9626168224299064,1.0,0.9809523809523808,,,,0.4534628111869097,10,2,10,1.0,1,9
lacerda,hard,10,0.5,5000,6,20,20,1.0,0.9879518072289156,0.9541284403669724,1.0,0.976525821596244,5,0.9438202247191012,1.0,0.9710982658959536,,,,0.4219369739294052,10,2,10,1.0,1,10
lacerda,hard,10,0.5,5000,7,20,20,0.1073825503355704,0.9772727272727272,0.9814814814814816,1.0,0.9906542056074767,2,0.9772727272727272,1.0,0.9885057471264368,,,,0.631606956012547,10,2,10,1.0,1,4
lacerda,hard,10,0.5,5000,8,20,20,0.5957446808510638,0.9885057471264368,0.990990990990991,1.0,0.995475113122172,1,0.989010989010989,1.0,0.994475138121547,,,,0.9698990830220282,10,2,10,1.0,1,8
lacerda,hard,10,0.5,5000,9,20,20,0.40625,0.9767441860465116,0.9532710280373832,1.0,0.9760765550239237,5,0.942528735632184,1.0,0.970414201183432,,,,0.6283098438289016,10,2,10,1.0,1,7
lacerda,hard,10,0.5,10000,0,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.0062123991083354,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,1,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.1417295800056309,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,2,20,20,1.0,1.0,0.9913793103448276,1.0,0.9956709956709956,1,0.9895833333333334,1.0,0.9947643979057592,,,,0.619152070954442,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,3,20,20,0.822429906542056,0.9876543209876544,0.9906542056074766,1.0,0.9953051643192488,1,0.9885057471264368,1.0,0.9942196531791908,,,,0.7677155861165375,10,2,10,1.0,1,9
lacerda,hard,10,0.5,10000,4,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6088327008765191,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,5,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5957887899130583,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,6,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.6771269580349326,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,7,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4541843980550766,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,8,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.7567858390975744,10,2,10,1.0,1,10
lacerda,hard,10,0.5,10000,9,20,20,1.0,1.0,0.9807692307692308,1.0,0.9902912621359222,2,0.9761904761904762,1.0,0.9879518072289156,,,,1.422458376036957,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,0,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.824896786827594,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,1,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.92104547098279,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,2,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.009612078079954,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,3,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.796174047049135,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,4,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.824138476047665,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,5,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6298451868351549,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,6,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.5144389218185097,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,7,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.0739546010736376,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,8,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.5564417708665133,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50000,9,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.62135126395151,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,0,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.694465349894017,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,1,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.388960818992928,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,2,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.874376024119556,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,3,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.952128570061177,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,4,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.428086727159098,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,5,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,4.112073926022276,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,6,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.361973313149065,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,7,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.506533632054925,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,8,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.470480533083901,10,2,10,1.0,1,10
lacerda,hard,10,0.5,100000,9,20,20,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,4.997312756022438,10,2,10,1.0,1,10
lacerda,hard,10,0.5,50,0,50,50,0.0,0.5325325325325325,0.2857142857142857,0.9478260869565216,0.4390735146022155,1671,0.2702214188883868,0.94770206022187,0.420534458509142,,,,0.4624420010950416,28,5,10,0.64,1,1
lacerda,hard,10,0.5,50,1,50,50,0.0,0.5336721728081322,0.2680869951176209,0.9193302891933028,0.4151202749140893,1702,0.2503477051460361,0.9183673469387756,0.3934426229508196,,,,3.881960725877434,25,5,10,0.7,1,1
lacerda,hard,10,0.5,50,2,50,50,0.0,0.541622760800843,0.2658557775847089,0.9637795275590552,0.4167517875383044,1713,0.2512359550561798,0.9688041594454072,0.3990007137758744,,,,0.5908262589946389,27,5,10,0.66,1,1
lacerda,hard,10,0.5,50,3,50,50,0.0,0.5734463276836159,0.2725716730851519,0.9680851063829788,0.4253756260434057,1721,0.2536912751677852,0.9725557461406518,0.4024130589070261,,,,0.7354656560346484,23,6,10,0.74,1,1
lacerda,hard,10,0.5,50,4,50,50,0.0,0.5366834170854271,0.2706140350877193,0.9492307692307692,0.421160409556314,1696,0.2552415679124886,0.945945945945946,0.4020100502512563,,,,0.8095802629832178,28,6,10,0.64,1,1
lacerda,hard,10,0.5,50,5,50,50,0.0,0.5740259740259741,0.2738345233095338,0.9673590504451038,0.4268412438625205,1751,0.2538360368259535,0.965,0.4019437695244707,,,,0.5960511509329081,24,5,10,0.72,1,1
lacerda,hard,10,0.5,50,6,50,50,0.0,0.566145092460882,0.2581052631578947,0.9623233908948194,0.4070385126162018,1786,0.2388520971302428,0.9626334519572952,0.3827378846834099,,,,0.6895694851409644,23,7,10,0.74,1,1
lacerda,hard,10,0.5,50,7,50,50,0.0,0.5627283800243605,0.275,0.972560975609756,0.428763440860215,1700,0.2595419847328244,0.9697986577181208,0.4094934466879206,,,,0.9556696659419686,25,5,10,0.7,1,1
lacerda,hard,10,0.5,50,8,50,50,0.0,0.605009633911368,0.2807486631016043,0.9813084112149532,0.4365904365904366,1626,0.2584905660377358,0.9856115107913668,0.4095665171898356,,,,0.7708859560079873,20,6,10,0.8,1,1
lacerda,hard,10,0.5,50,9,50,50,0.0,0.5367717287488062,0.2792792792792792,0.950920245398773,0.4317548746518105,1632,0.2645281264528126,0.9483333333333334,0.4136677571792075,,,,0.675731223076582,29,4,10,0.62,1,1
lacerda,hard,10,0.5,100,0,50,50,0.0,0.5398138572905895,0.3002049180327868,0.8492753623188406,0.4436033308099923,1470,0.2832093517534538,0.8446909667194928,0.4241941902109033,,,,0.812126477016136,28,5,10,0.64,1,1
lacerda,hard,10,0.5,100,1,50,50,0.0,0.5500633713561469,0.2847715736040609,0.8538812785388128,0.4271031594975257,1505,0.2692103868574457,0.8639455782312925,0.4105050505050505,,,,0.7333589538466185,25,5,10,0.7,1,1
lacerda,hard,10,0.5,100,2,50,50,0.0,0.5569334836527621,0.2866770347330223,0.8708661417322835,0.4313572542901716,1458,0.2706199460916442,0.8700173310225303,0.4128289473684209,,,,1.14837557496503,27,5,10,0.66,1,1
lacerda,hard,10,0.5,100,3,50,50,0.0,0.6009104704097117,0.297269448737764,0.8768996960486323,0.4440169295883033,1445,0.277687736358725,0.8816466552315609,0.4223500410846343,,,,1.0721608200110495,23,6,10,0.74,1,1
lacerda,hard,10,0.5,100,4,50,50,0.0,0.5392781316348195,0.2808532249873032,0.8507692307692307,0.4222985872470408,1513,0.2658562367864693,0.8496621621621622,0.4049919484702094,,,,1.320064360043034,28,6,10,0.64,1,1
lacerda,hard,10,0.5,100,5,50,50,0.0,0.595108695652174,0.2954545454545454,0.8679525222551929,0.440844009042954,1484,0.2755532139093783,0.8716666666666667,0.4187349879903923,,,,0.6239581531845033,24,5,10,0.72,1,1
lacerda,hard,10,0.5,100,6,50,50,0.0,0.5688888888888888,0.2806122448979591,0.8634222919937206,0.4235656526761647,1497,0.2603106588109266,0.8647686832740213,0.4001646768217374,,,,0.9657986161764712,23,7,10,0.74,1,1
lacerda,hard,10,0.5,100,7,50,50,0.0,0.583442838370565,0.2957894736842105,0.8567073170731707,0.4397496087636932,1432,0.2800658978583196,0.8557046979865772,0.4220107571369466,,,,1.179230344016105,25,5,10,0.7,1,1
lacerda,hard,10,0.5,100,8,50,50,0.0,0.5907335907335908,0.2812659520163348,0.8582554517133957,0.4236831987697039,1499,0.2580993520518359,0.8597122302158273,0.3970099667774087,,,,1.0207597520202398,20,6,10,0.8,1,1
lacerda,hard,10,0.5,100,9,50,50,0.0,0.5410821643286574,0.3008213552361396,0.8987730061349694,0.4507692307692308,1428,0.2862453531598513,0.8983333333333333,0.4341522351993555,,,,0.7258573521394283,29,4,10,0.62,1,1
lacerda,hard,10,0.5,500,0,50,50,0.0,0.5988950276243095,0.4011299435028249,0.9260869565217392,0.5597897503285152,1005,0.3825459317585302,0.9239302694136292,0.5410672853828307,,,,1.0421933089382946,28,5,10,0.64,1,1
lacerda,hard,10,0.5,500,1,50,50,0.0,0.6096551724137931,0.3920202659911336,0.9421613394216134,0.5536672629695886,998,0.3698996655518394,0.9404761904761904,0.5309649543927029,,,,1.1869995419401675,25,5,10,0.7,1,1
lacerda,hard,10,0.5,500,2,50,50,0.0,0.6234718826405867,0.3701657458563536,0.9496062992125984,0.5326855123674912,1058,0.3532051282051282,0.954939341421144,0.5156761815629388,,,,1.2391348141245544,27,5,10,0.66,1,1
lacerda,hard,10,0.5,500,3,50,50,0.0,0.6452648475120385,0.3987261146496815,0.9513677811550152,0.5619389587073609,976,0.3733963538149898,0.948542024013722,0.5358527131782946,,,,0.7490958070848137,23,6,10,0.74,1,1
lacerda,hard,10,0.5,500,4,50,50,0.0,0.6591760299625468,0.4450784593437946,0.96,0.6081871345029239,804,0.4266365688487584,0.9577702702702704,0.5903175429463821,,,,1.292060230858624,28,6,10,0.64,1,1
lacerda,hard,10,0.5,500,5,50,50,0.0,0.656934306569343,0.4318936877076412,0.9643916913946587,0.5966039467645708,879,0.4061841180604357,0.9633333333333334,0.5714285714285714,,,,0.9449165100231768,24,5,10,0.72,1,1
lacerda,hard,10,0.5,500,6,50,50,0.0,0.6322580645161291,0.4118852459016393,0.9466248037676608,0.5740123750594955,895,0.3872371283538796,0.9501779359430604,0.5502318392581144,,,,1.9043333700392395,23,7,10,0.74,1,1
lacerda,hard,10,0.5,500,7,50,50,0.0,0.6174496644295302,0.3894023413431916,0.9634146341463414,0.5546292233435718,1015,0.3708737864077669,0.9614093959731544,0.5352638953759925,,,,1.270806006155908,25,5,10,0.7,1,1
lacerda,hard,10,0.5,500,8,50,50,0.0,0.623015873015873,0.3482558139534883,0.9330218068535826,0.5071972904318375,1164,0.3229813664596273,0.935251798561151,0.4801477377654663,,,,1.195160183822736,20,6,10,0.8,1,1
lacerda,hard,10,0.5,500,9,50,50,0.0,0.6065217391304347,0.4,0.9631901840490796,0.5652565256525652,966,0.3819628647214854,0.96,0.5464895635673623,,,,0.9496225619222968,29,4,10,0.62,1,1
lacerda,hard,10,0.5,1000,0,50,50,0.0,0.7449933244325768,0.5874785591766724,0.9927536231884058,0.7381465517241378,486,0.5696087352138307,0.9920760697305864,0.7236994219653179,,,,0.4760988180059939,28,5,10,0.64,1,1
lacerda,hard,10,0.5,1000,1,50,50,0.0,0.6828528072837634,0.5468227424749164,0.9954337899543378,0.7058823529411764,545,0.5237242614145031,0.9948979591836736,0.6862170087976539,,,,0.5872216599527746,25,5,10,0.7,1,1
lacerda,hard,10,0.5,1000,2,50,50,0.0029542097488921,0.717877094972067,0.5088282504012841,0.9984251968503935,0.6741095162147793,613,0.4889643463497453,0.9982668977469672,0.6564102564102564,,,,0.6978331541176885,27,5,10,0.66,1,2
lacerda,hard,10,0.5,1000,3,50,50,0.0,0.763157894736842,0.5895589558955896,0.9954407294832828,0.7405313736574336,459,0.5653021442495126,0.9948542024013722,0.7209446861404598,,,,1.4024865101091564,23,6,10,0.74,1,1
lacerda,hard,10,0.5,1000,4,50,50,0.0,0.7631205673758865,0.6396039603960396,0.9938461538461538,0.7783132530120482,368,0.6222222222222222,0.9932432432432432,0.7651268705270007,,,,0.6867359101306647,28,6,10,0.64,1,1
lacerda,hard,10,0.5,1000,5,50,50,0.0,0.7529411764705882,0.6223255813953489,0.9925816023738872,0.7650085763293311,411,0.59679037111334,0.9916666666666668,0.7451471509079525,,,,0.4723281098995358,24,5,10,0.72,1,1
lacerda,hard,10,0.5,1000,6,50,50,0.0,0.7425373134328358,0.6225490196078431,0.9968602825745684,0.7664453832226916,387,0.5963791267305645,0.99644128113879,0.7461692205196536,,,,0.6072060519363731,23,7,10,0.74,1,1
lacerda,hard,10,0.5,1000,7,50,50,0.0,0.728414442700157,0.5768551236749117,0.9954268292682928,0.7304250559284117,482,0.5568075117370892,0.9949664429530202,0.7140276941601444,,,,1.0343840981367975,25,5,10,0.7,1,1
lacerda,hard,10,0.5,1000,8,50,50,0.0,0.7494033412887828,0.6304347826086957,0.9937694704049844,0.7714631197097945,378,0.6006528835690969,0.9928057553956836,0.7484745762711865,,,,0.6241148528642952,20,6,10,0.8,1,1
lacerda,hard,10,0.5,1000,9,50,50,0.0025199496010079,0.7470198675496688,0.5914076782449725,0.9923312883435584,0.7411225658648338,452,0.5741811175337187,0.9933333333333332,0.7277167277167278,,,,0.554057827917859,29,4,10,0.62,1,2
lacerda,hard,10,0.5,5000,0,50,50,0.0739768964025613,0.953846153846154,0.9261744966442952,1.0,0.9616724738675958,55,0.9211678832116788,1.0,0.958966565349544,,,,0.6513954708352685,28,5,10,0.64,1,10
lacerda,hard,10,0.5,5000,1,50,50,0.0593301391405107,0.9453781512605042,0.9332386363636364,1.0,0.9654665686994858,47,0.9274447949526814,1.0,0.962356792144026,,,,0.6680607560556382,25,5,10,0.7,1,6
lacerda,hard,10,0.5,5000,2,50,50,0.0292343199578896,0.9465930018416208,0.9176300578034682,1.0,0.9570459683496608,57,0.9100946372239748,1.0,0.9529314616019818,,,,0.8652113699354231,27,5,10,0.66,1,7
lacerda,hard,10,0.5,5000,3,50,50,0.0274813150705391,0.9508196721311476,0.9215686274509804,1.0,0.9591836734693878,56,0.9152276295133438,1.0,0.9557377049180328,,,,0.6506373488809913,23,6,10,0.74,1,5
lacerda,hard,10,0.5,5000,4,50,50,0.2814880816925695,0.9871559633027522,0.974512743628186,1.0,0.9870918754745636,17,0.9720853858784894,1.0,0.9858451290591174,,,,0.6484490828588605,28,6,10,0.64,1,18
lacerda,hard,10,0.5,5000,5,50,50,0.0606994249760165,0.982608695652174,0.9628571428571427,1.0,0.9810771470160116,26,0.9584664536741214,1.0,0.9787928221859706,,,,0.4712735400535166,24,5,10,0.72,1,8
lacerda,hard,10,0.5,5000,6,50,50,0.0,0.977886977886978,0.9607843137254902,1.0,0.98,26,0.9574105621805792,1.0,0.9782419495213228,,,,0.5884602859150618,23,7,10,0.74,1,1
